#Name,Association,Age (Myr),P (d), Rp (R_Earth),Rp_err (R_Earth),sma (AU),sma_err (AU),Iflux (Earth flux),Iflux_err (Earth flux),Mstar,Mstar_err,Rstar,Rstar_err,Teff,Teff_err
Kepler-1504 b,,,82.304003,2.08487,0.230433,0.350799,0.008254,4.063219,0.880761,0.85,0.06,0.81,0.08,5393.0,102.27
Kepler-1552 b,,,184.771853,2.41406,0.10973,0.601453,0.007076,1.10959,0.096065,0.85,0.04,0.78,0.02,5202.0,85.4
Kepler-1553 b,,,4.242619,1.130219,0.098757,0.048588,0.000762,195.777863,33.060579,0.85,0.05,0.81,0.06,5288.0,98.79
Kepler-423 b,,,2.684328,13.079816,0.570596,0.03585,0.00114,604.592516,64.113714,0.85,0.04,0.95,0.04,5560.0,80.0
Kepler-454 b,,,10.57,2.30433,0.21946,0.089295,0.007704,131.5899,28.865925,0.85,0.22,1.05,0.07,5701.0,34.0
Kepler-472 b,,,4.176256,3.149251,0.274325,0.04808,0.000566,147.718862,12.855788,0.85,0.03,0.78,0.02,4996.0,84.63
Kepler-478 b,,,13.221758,2.655466,0.318217,0.103666,0.00122,39.532267,3.754541,0.85,0.04,0.8,0.03,5210.0,70.31
Kepler-558 b,,,29.007905,2.315303,0.164595,0.175034,0.002746,14.568317,2.125735,0.85,0.05,0.81,0.05,5242.0,93.27
Kepler-601 b,,,5.378868,1.86541,0.263352,0.056916,0.00067,123.047144,9.038189,0.85,0.03,0.79,0.02,5160.0,61.57
Kepler-614 b,,,14.034915,2.337249,0.197514,0.107874,0.002115,39.121289,8.872393,0.85,0.05,0.81,0.07,5268.0,186.36
Kepler-734 b,,,6.104853,3.489414,0.131676,0.061929,0.000729,115.00058,10.271717,0.85,0.04,0.78,0.03,5326.0,51.69
Kepler-735 b,,,11.51517,2.885899,0.153622,0.094542,0.001112,43.8823,4.743184,0.85,0.04,0.8,0.04,5107.0,45.51
Kepler-800 b,,,14.13176,2.787142,0.32919,0.10837,0.0017,41.164124,6.439497,0.85,0.05,0.82,0.06,5315.0,67.05
Kepler-837 b,,,16.560595,2.501844,0.416974,0.120456,0.002362,34.717499,6.336935,0.85,0.06,0.81,0.07,5403.0,58.96
Kepler-841 b,,,124.41984,5.124391,0.406001,0.462066,0.007248,2.224381,0.350552,0.85,0.05,0.81,0.06,5324.0,58.08
Kepler-877 b,,,18.458471,2.073897,0.263352,0.129492,0.002031,27.005697,3.700249,0.85,0.05,0.81,0.05,5261.0,67.02
Kepler-916 b,,,32.29688,1.722761,0.131676,0.188026,0.002949,12.682485,1.876889,0.85,0.05,0.81,0.05,5248.0,98.84
WASP-45 b,,,3.126089,10.380458,0.636434,0.03963,0.00114,291.550193,55.546653,0.85,0.08,0.85,0.04,5150.0,200.0
HATS-44 b,,,2.7439,11.708191,1.371625,0.03649,0.0003,325.56648,40.307854,0.86,0.02,0.85,0.04,5080.0,100.0
K2-184 b,,,16.995731,1.514274,0.087784,0.1229,0.0009,26.944006,1.577955,0.86,0.02,0.78,0.01,5220.0,66.0
K2-200 b,,,2.849883,1.338706,0.142649,0.037413,0.00029,301.236672,19.672285,0.86,0.03,0.79,0.02,5233.0,50.0
K2-244 b,,,21.06884,1.711788,0.131676,0.1418,0.0011,39.39068,2.086657,0.86,0.02,0.92,0.02,5677.0,39.0
Kepler-1010 b,,,34.26857,2.271411,0.427947,0.196367,0.003044,11.962338,1.626837,0.86,0.04,0.82,0.05,5253.0,80.75
Kepler-1045 b,,,26.410455,2.63352,0.208487,0.165065,0.002559,17.556766,2.729133,0.86,0.05,0.82,0.06,5301.0,59.81
Kepler-1071 b,,,6.179984,2.326276,0.131676,0.06268,0.000729,111.281818,10.926173,0.86,0.04,0.81,0.03,5215.0,83.32
Kepler-1090 b,,,198.680179,2.205573,0.208487,0.633734,0.012282,1.209154,0.250705,0.86,0.05,0.82,0.07,5321.0,147.76
Kepler-1107 b,,,0.571039,1.31676,0.098757,0.012811,0.000199,2842.782651,481.869964,0.86,0.05,0.82,0.06,5268.0,126.81
Kepler-1173 b,,,0.769854,0.866867,0.230433,0.015634,0.000242,1885.684977,311.784596,0.86,0.05,0.82,0.06,5252.0,116.76
Kepler-1192 b,,,25.203479,2.315303,0.230433,0.159997,0.003101,21.202437,4.298539,0.86,0.07,0.83,0.08,5438.0,67.15
Kepler-1236 b,,,31.057162,2.095843,0.21946,0.183899,0.003564,14.532966,3.059347,0.86,0.05,0.82,0.07,5337.0,155.96
Kepler-1245 b,,,4.354093,1.404544,0.120703,0.049629,0.000769,199.732308,31.754863,0.86,0.04,0.83,0.06,5306.0,101.98
Kepler-1245 c,,,2.936585,1.404544,0.131676,0.038168,0.000592,337.692868,53.688814,0.86,0.04,0.83,0.06,5306.0,101.98
Kepler-1247 b,,,13.712202,2.282384,0.208487,0.106629,0.001653,42.136459,7.31112,0.86,0.05,0.82,0.06,5303.0,116.55
Kepler-1302 b,,,8.839227,1.404544,0.142649,0.07957,0.001234,71.916299,11.228613,0.86,0.04,0.82,0.06,5236.0,77.09
Kepler-1377 b,,,0.740928,1.228976,0.087784,0.01524,0.000236,1933.581249,251.317282,0.86,0.04,0.82,0.05,5218.0,53.61
Kepler-1467 b,,,47.056904,3.226062,0.307244,0.242597,0.005642,8.319755,1.84884,0.86,0.06,0.82,0.07,5332.0,179.19
Kepler-1498 b,,,48.051405,1.305787,0.10973,0.246004,0.003814,7.454241,1.008754,0.86,0.04,0.81,0.05,5256.0,60.36
Kepler-1541 b,,,8.406912,1.130219,0.098757,0.076953,0.001193,77.696547,12.561967,0.86,0.04,0.81,0.06,5282.0,78.58
Kepler-1559 b,,,0.971915,0.702272,0.065838,0.018262,0.000283,1450.606829,242.204769,0.86,0.05,0.82,0.06,5316.0,98.57
Kepler-1600 b,,,386.370548,3.061467,0.274325,0.987355,0.015308,0.459261,0.062384,0.86,0.04,0.82,0.05,5214.0,91.43
Kepler-1605 b,,,85.75655,1.053408,0.087784,0.36195,0.005612,3.593854,0.55889,0.86,0.04,0.82,0.06,5280.0,59.11
Kepler-475 b,,,3.105508,2.436006,0.175568,0.039618,0.000461,225.511225,19.803844,0.86,0.03,0.79,0.02,5009.0,85.0
Kepler-479 b,,,12.493413,2.073897,0.087784,0.100213,0.001165,44.612811,4.274109,0.86,0.04,0.81,0.03,5247.0,73.63
Kepler-495 b,,,3.413036,5.124391,0.406001,0.042192,0.000654,284.776556,55.956524,0.86,0.05,0.83,0.07,5346.0,128.17
Kepler-496 b,,,8.308649,2.271411,0.186541,0.076353,0.001184,81.560798,13.204977,0.86,0.05,0.82,0.06,5293.0,98.03
Kepler-656 b,,,1.260259,3.050494,0.32919,0.021716,0.000337,999.154579,134.539872,0.86,0.04,0.82,0.05,5281.0,63.29
Kepler-663 b,,,4.996783,2.545736,0.197514,0.0544,0.000843,157.177612,25.880788,0.86,0.04,0.82,0.06,5264.0,127.67
Kepler-67 b,,,15.7259,2.874926,0.153622,0.1171,0.0015,32.285302,3.030009,0.86,0.03,0.78,0.03,5331.0,63.0
Kepler-736 b,,,3.601472,2.863953,0.515731,0.043731,0.000678,228.963762,30.453906,0.86,0.05,0.81,0.05,5217.0,50.86
Kepler-738 b,,,24.587216,2.446979,0.197514,0.157378,0.00244,19.695459,3.105316,0.86,0.05,0.82,0.06,5327.0,66.34
Kepler-819 b,,,33.199565,2.699358,0.241406,0.192261,0.003726,12.419009,2.456893,0.86,0.05,0.81,0.06,5279.0,165.3
Kepler-944 b,,,43.316774,2.578655,0.263352,0.229566,0.004449,10.08098,2.141375,0.86,0.06,0.83,0.08,5409.0,133.24
Kepler-973 b,,,49.607733,1.920275,0.076811,0.251287,0.002922,6.410536,0.485056,0.86,0.03,0.78,0.02,5213.0,65.87
WASP-26 b,,,2.7566,13.27733,1.64595,0.036592,0.004822,1327.585933,479.324541,0.86,0.34,1.22,0.15,6034.0,31.0
WASP-4 b,,,1.338231,14.495333,0.427947,0.0226,0.0008,1188.044983,134.552291,0.86,0.09,0.89,0.03,5400.0,90.0
HATS-15 b,,,1.747488,12.125165,0.43892,0.02712,0.00023,824.890307,73.337229,0.87,0.02,0.92,0.03,5311.0,77.0
K2-229 b,,,0.58426,1.119246,0.054865,0.0131,0.0,2614.68501,95.525407,0.87,0.01,0.79,0.01,5315.0,35.0
K2-229 c,,,8.32727,1.986113,0.120703,0.0769,0.0003,75.876849,2.834611,0.87,0.01,0.79,0.01,5315.0,35.0
K2-246 b,,,5.76918,3.412603,0.241406,0.0602,0.0004,217.574944,15.029104,0.87,0.02,0.94,0.03,5610.0,32.0
K2-27 b,,,6.771315,4.3892,0.230433,0.06702,0.00071,120.515021,12.419537,0.87,0.03,0.89,0.04,5248.0,60.0
Kepler-1020 b,,,96.91515,2.227519,0.087784,0.39422,0.004531,2.769538,0.207893,0.87,0.03,0.8,0.02,5227.0,66.71
Kepler-1038 b,,,148.460338,3.456495,0.504758,0.523863,0.01405,1.832115,0.537227,0.87,0.07,0.83,0.09,5335.0,253.32
Kepler-1114 b,,,14.974357,1.31676,0.076811,0.113512,0.00174,40.174963,4.832283,0.87,0.04,0.83,0.04,5374.0,87.46
Kepler-1132 b,,,62.891623,2.30433,0.186541,0.295488,0.004529,5.60041,0.858881,0.87,0.05,0.83,0.06,5298.0,56.79
Kepler-1168 b,,,55.822654,2.446979,0.175568,0.272909,0.004183,5.752745,0.624614,0.87,0.04,0.82,0.04,5157.0,55.91
Kepler-1281 b,,,3.116028,1.602058,0.131676,0.039861,0.000611,320.737396,51.737527,0.87,0.05,0.83,0.06,5353.0,93.58
Kepler-1296 b,,,8.383987,0.888813,0.087784,0.07711,0.001182,86.092109,16.05379,0.87,0.05,0.83,0.07,5359.0,120.32
Kepler-1371 b,,,3.446204,0.713245,0.076811,0.042629,0.000653,282.11381,50.609385,0.87,0.05,0.83,0.07,5361.0,74.06
Kepler-1371 c,,,2.005413,0.625461,0.065838,0.029713,0.000455,580.685027,104.171122,0.87,0.05,0.83,0.07,5361.0,74.06
Kepler-1627 b,,,7.202837,3.610117,0.482812,0.069686,0.001335,115.067212,26.275584,0.87,0.06,0.84,0.09,5445.0,121.15
Kepler-37 b,,,13.36731,0.32919,0.0,0.105238,0.006048,43.715662,6.491028,0.87,0.15,0.79,0.03,5417.0,75.0
Kepler-37 c,,,21.302,0.735191,0.032919,0.143579,0.008252,23.485614,3.487212,0.87,0.15,0.79,0.03,5417.0,75.0
Kepler-37 d,,,39.7922,1.898329,0.054865,0.217776,0.012516,10.208576,1.515799,0.87,0.15,0.79,0.03,5417.0,75.0
Kepler-428 b,,,3.525633,11.85084,0.32919,0.0433,0.0009,216.335508,21.913746,0.87,0.05,0.8,0.02,5150.0,100.0
Kepler-463 b,,,8.981017,2.984656,0.416974,0.080729,0.001547,114.99965,34.583062,0.87,0.05,0.9,0.13,5661.0,105.05
Kepler-499 b,,,5.632528,2.128762,0.241406,0.059149,0.001133,141.250551,28.648558,0.87,0.05,0.83,0.07,5312.0,145.28
Kepler-532 b,,,12.924916,2.512817,0.208487,0.102903,0.001183,38.585917,3.265332,0.87,0.03,0.79,0.02,5192.0,82.8
Kepler-550 b,,,8.600104,4.323362,0.32919,0.07843,0.001202,80.945047,13.367211,0.87,0.05,0.83,0.06,5322.0,122.84
Kepler-578 b,,,1.616884,1.953194,0.21946,0.025739,0.000394,758.349513,146.082665,0.87,0.05,0.83,0.07,5334.0,117.14
Kepler-595 b,,,25.302923,3.73082,0.274325,0.161037,0.002468,18.140353,2.802522,0.87,0.04,0.83,0.06,5247.0,79.67
Kepler-598 b,,,3.701754,1.470382,0.120703,0.044711,0.000685,264.396699,41.641285,0.87,0.04,0.86,0.06,5307.0,87.96
Kepler-668 b,,,8.353906,2.644493,0.230433,0.076926,0.001179,83.993474,13.121805,0.87,0.05,0.82,0.06,5352.0,60.88
Kepler-679 b,,,12.393586,2.951737,0.384055,0.100063,0.001917,54.105575,10.037502,0.87,0.05,0.84,0.07,5403.0,105.75
Kepler-706 b,,,41.408313,12.893275,1.163138,0.223633,0.003427,10.76032,2.167591,0.87,0.05,0.84,0.08,5394.0,107.67
Kepler-751 b,,,17.444906,2.403087,0.230433,0.125677,0.002408,33.894392,7.373741,0.87,0.06,0.84,0.08,5387.0,138.29
Kepler-752 b,,,18.827473,2.754223,0.252379,0.132233,0.002533,29.582877,6.234606,0.87,0.06,0.83,0.07,5373.0,161.73
Kepler-894 b,,,9.803224,2.721304,0.32919,0.085584,0.001967,87.585994,19.692087,0.87,0.07,0.85,0.09,5603.0,83.94
Kepler-932 b,,,1.921437,1.338706,0.131676,0.028878,0.000664,615.693461,139.385135,0.87,0.06,0.84,0.07,5331.0,194.78
Kepler-933 b,,,14.20443,2.403087,0.230433,0.109587,0.001679,43.236334,7.630669,0.87,0.05,0.84,0.07,5346.0,87.13
Kepler-976 b,,,105.956415,3.873469,0.285298,0.418372,0.006412,2.657033,0.346284,0.87,0.04,0.83,0.05,5232.0,66.39
Kepler-977 b,,,26.853283,2.567682,0.164595,0.167549,0.002568,17.643265,2.838939,0.87,0.05,0.83,0.06,5315.0,105.24
Kepler-979 b,,,8.088014,2.666439,0.406001,0.075284,0.001731,87.059868,20.313618,0.87,0.06,0.83,0.07,5310.0,205.13
TOI 125 b,,,4.65382,2.699358,0.087784,0.0521,0.0009,186.65976,14.437554,0.87,0.05,0.85,0.02,5282.0,75.0
TOI 125 c,,,9.15067,2.732277,0.098757,0.0818,0.0014,75.721558,5.846074,0.87,0.05,0.85,0.02,5282.0,75.0
TOI 216.01,,,34.556,11.049811,0.570596,0.2069,0.0107,9.475939,1.632097,0.87,0.04,0.84,0.04,5026.0,125.0
TOI 216.02,,,17.089,7.527478,1.591085,0.1293,0.0067,24.263093,4.18194,0.87,0.04,0.84,0.04,5026.0,125.0
WASP-160 B b,,,3.768495,11.96057,0.515731,0.0452,0.0012,262.968762,30.169765,0.87,0.07,0.87,0.03,5298.0,99.0
WASP-52 b,,,1.74978,13.93571,0.32919,0.0272,0.0003,474.997258,46.175703,0.87,0.03,0.79,0.02,5000.0,100.0
CoRoT-8 b,,,6.21229,6.25461,0.21946,0.063,0.001,89.629281,7.851862,0.88,0.04,0.77,0.02,5080.0,80.0
EPIC 205950854 c,,,8.050722,1.283841,0.142649,0.075339,0.001712,100.255999,23.402399,0.88,0.06,0.83,0.09,5502.7,101.0
HATS-2 b,,,1.354133,12.816464,0.32919,0.023,0.0003,1029.755351,91.764129,0.88,0.04,0.9,0.02,5227.0,95.0
K2-111 b,,,5.35117,1.86541,0.197514,0.0621,0.0092,381.013374,129.459954,0.88,0.02,1.23,0.1,5730.0,50.0
K2-168 b,,,15.8523,1.821518,0.230433,0.118357,0.00269,40.622542,9.482374,0.88,0.06,0.83,0.09,5502.7,101.0
K2-173 b,,,5.868699,1.569139,0.153622,0.061023,0.000693,165.502109,25.340014,0.88,0.04,0.84,0.06,5580.0,70.0
K2-182 b,,,4.736837,2.699358,0.065838,0.0529,0.0003,146.637364,6.960335,0.88,0.02,0.8,0.01,5165.0,50.0
K2-211 b,,,0.669558,1.349679,0.164595,0.014355,0.000109,2184.517286,183.433621,0.88,0.03,0.82,0.03,5221.0,50.0
K2-226 b,,,3.27108,1.503301,0.131676,0.0413,0.0005,378.578647,23.249296,0.88,0.03,0.91,0.02,5424.0,48.0
K2-248 b,,,7.17256,2.512817,0.197514,0.0699,0.001,145.74315,12.735147,0.88,0.04,0.92,0.02,5528.0,97.0
K2-263 b,,,50.818947,2.359195,0.120703,0.2573,0.0029,8.164,0.503107,0.88,0.03,0.85,0.02,5368.0,44.0
Kepler-1014 b,,,16.571104,2.337249,0.241406,0.121908,0.001847,36.049365,6.37882,0.88,0.05,0.84,0.07,5388.0,68.87
Kepler-1081 b,,,3.856919,0.98757,0.098757,0.046127,0.000699,243.851856,43.126701,0.88,0.04,0.84,0.07,5345.0,84.9
Kepler-1108 b,,,4.510057,1.42649,0.131676,0.051198,0.00097,207.133613,42.153684,0.88,0.06,0.84,0.07,5406.0,149.3
Kepler-1151 b,,,65.647842,2.172654,0.230433,0.30522,0.005781,6.25543,1.280737,0.88,0.06,0.85,0.08,5470.0,97.19
Kepler-1355 b,,,1.289588,1.42649,0.120703,0.022221,0.000337,1031.295658,161.255421,0.88,0.04,0.83,0.06,5352.0,68.59
Kepler-1392 b,,,15.14104,1.920275,0.21946,0.11479,0.002174,44.517702,9.92896,0.88,0.06,0.85,0.09,5479.0,80.97
Kepler-1482 b,,,12.253832,0.98757,0.10973,0.099689,0.00151,53.630509,10.609633,0.88,0.05,0.84,0.08,5381.0,59.31
Kepler-1549 b,,,214.886545,2.512817,0.21946,0.672881,0.010195,1.128052,0.210291,0.88,0.05,0.84,0.07,5324.0,124.08
Kepler-1642 b,,,12.205751,3.127305,0.32919,0.099428,0.00226,52.877924,13.568112,0.88,0.06,0.84,0.09,5355.0,191.86
Kepler-1642 c,,,6.65138,2.600601,0.285298,0.066335,0.001508,118.798618,30.482908,0.88,0.06,0.84,0.09,5355.0,191.86
Kepler-439 b,,,178.1396,2.1946,0.43892,0.563,0.165,1.871697,1.158055,0.88,0.04,0.87,0.08,5431.0,100.0
Kepler-48 b,,,4.778,1.843464,0.098757,0.053206,0.001209,183.466544,24.512756,0.88,0.06,0.89,0.05,5194.0,73.0
Kepler-48 c,,,9.67395,2.655466,0.131676,0.085153,0.001935,71.627527,9.570072,0.88,0.06,0.89,0.05,5194.0,73.0
Kepler-48 d,,,42.8961,1.997086,0.10973,0.229832,0.005223,9.832441,1.313701,0.88,0.06,0.89,0.05,5194.0,73.0
Kepler-549 b,,,42.949565,2.512817,0.230433,0.230023,0.003485,9.916764,1.751288,0.88,0.05,0.84,0.07,5360.0,72.9
Kepler-549 c,,,117.040498,2.863953,0.581569,0.448769,0.0068,2.605354,0.460102,0.88,0.05,0.84,0.07,5360.0,72.9
Kepler-589 b,,,16.549649,2.227519,0.175568,0.121803,0.001384,32.909931,5.050484,0.88,0.04,0.83,0.06,5296.0,62.17
Kepler-638 b,,,6.079729,1.788599,0.54865,0.062477,0.000947,167.491331,104.765986,0.88,0.04,0.93,0.29,5382.0,59.39
Kepler-673 b,,,3.728731,6.397259,0.515731,0.0451,0.000683,257.007423,45.054486,0.88,0.05,0.84,0.07,5355.0,71.68
Kepler-701 b,,,10.355332,2.776169,0.43892,0.089106,0.00135,65.249601,11.622935,0.88,0.05,0.84,0.07,5343.0,88.55
Kepler-717 b,,,4.4084,2.370168,0.340163,0.050426,0.000955,231.704056,53.866192,0.88,0.05,0.85,0.09,5485.0,120.85
Kepler-725 b,,,39.643178,10.402404,0.833948,0.218061,0.003304,11.059337,1.936016,0.88,0.04,0.84,0.07,5363.0,62.84
Kepler-726 b,,,21.804511,3.193143,0.340163,0.146385,0.002772,26.838818,5.693146,0.88,0.05,0.85,0.08,5452.0,122.89
Kepler-862 b,,,3.148665,2.161681,0.427947,0.040292,0.00061,316.742979,57.45239,0.88,0.05,0.84,0.07,5333.0,134.35
Kepler-939 b,,,14.878296,1.711788,0.307244,0.113458,0.002579,45.303428,10.993871,0.88,0.06,0.85,0.09,5471.0,149.7
Kepler-971 b,,,9.590707,2.08487,0.230433,0.084664,0.001283,79.004804,17.626135,0.88,0.06,0.85,0.09,5431.0,112.52
WASP-177 b,,,3.071722,17.33734,7.24218,0.03957,0.00058,288.748028,37.201269,0.88,0.04,0.89,0.05,5017.0,70.0
WASP-48 b,,,2.14363,16.4595,2.1946,0.031182,0.004252,2841.178448,1119.705559,0.88,0.36,1.58,0.21,5920.0,150.0
XO-1 b,,,3.94153,12.50922,0.76811,0.0468,0.003368,348.215063,66.393107,0.88,0.19,0.88,0.05,5750.0,75.0
CoRoT-10 b,,,13.2406,10.64381,0.76811,0.1055,0.0021,33.51106,4.868031,0.89,0.05,0.79,0.05,5075.0,75.0
HAT-P-52 b,,,2.753595,11.071757,0.790056,0.03694,0.00038,362.484132,43.750044,0.89,0.03,0.89,0.05,5131.0,50.0
HATS-69 b,,,2.225258,10.369485,0.241406,0.03211,0.00019,471.213481,12.885645,0.89,0.02,0.88,0.01,5137.0,16.0
HD 97658 b,,,9.4909,2.30433,0.10973,0.084393,0.004741,49.680663,5.821025,0.89,0.15,0.74,0.01,5175.0,25.0
K2-114 b,,,11.391013,10.446296,0.351136,0.0954,0.0011,45.212325,3.415649,0.89,0.03,0.84,0.02,5044.0,68.0
K2-171 b,,,5.628466,2.63352,0.395028,0.05957,0.001339,570.601752,149.78918,0.89,0.06,1.72,0.22,5250.0,50.0
K2-283 b,,,1.921036,3.445522,0.153622,0.0291,0.0003,468.962919,29.962577,0.89,0.03,0.82,0.01,5060.0,70.0
K2-58 b,,,7.05254,2.622547,0.362109,0.0692,0.0021,119.462482,36.484955,0.89,0.08,0.86,0.1,5413.0,255.0
K2-58 c,,,2.53726,1.591085,0.230433,0.035,0.0011,466.990056,142.827327,0.89,0.08,0.86,0.1,5413.0,255.0
K2-58 d,,,22.8827,1.678869,0.241406,0.1517,0.0046,24.858365,7.591741,0.89,0.08,0.86,0.1,5413.0,255.0
KPS-1 b,,,1.706291,11.30219,1.42649,0.0269,0.001,733.760347,163.270541,0.89,0.1,0.91,0.09,5165.0,90.0
Kepler-1021 b,,,13.474696,2.282384,0.241406,0.106606,0.001996,51.009361,12.105942,0.89,0.05,0.86,0.09,5431.0,143.99
Kepler-1162 b,,,32.563707,2.161681,0.493785,0.19198,0.002876,14.557749,2.553831,0.89,0.04,0.84,0.07,5390.0,61.74
Kepler-1415 b,,,0.636424,1.261895,0.120703,0.013929,0.000209,2521.402025,383.07985,0.89,0.04,0.84,0.06,5267.0,59.06
Kepler-1507 b,,,16.050621,0.822975,0.087784,0.119792,0.001795,38.856484,8.50784,0.89,0.05,0.85,0.09,5410.0,70.14
Kepler-1635 b,,,469.63111,3.566225,0.65838,1.137468,0.017041,0.41124,0.079948,0.89,0.04,0.85,0.08,5347.0,53.97
Kepler-1644 b,,,21.090776,1.843464,0.504758,0.143713,0.002691,29.500821,6.432611,0.89,0.05,0.86,0.09,5499.0,66.43
Kepler-35 b,,,131.458,7.988344,0.153622,0.60347,0.00103,2.59221,0.277575,0.89,0.01,1.03,0.0,5606.0,150.0
Kepler-519 b,,,24.307895,2.051951,0.054865,0.157979,0.001183,17.685563,1.125333,0.89,0.03,0.8,0.01,5260.0,74.38
Kepler-538 b,,,81.73778,2.172654,0.043892,0.4669,0.009,2.961544,0.167983,0.89,0.05,0.87,0.01,5547.0,50.0
Kepler-684 b,,,6.770302,3.2919,0.296271,0.067376,0.001514,133.633999,28.267117,0.89,0.06,0.86,0.08,5493.0,123.67
Kepler-727 b,,,5.154484,2.479898,0.340163,0.056177,0.001052,185.050624,45.993465,0.89,0.06,0.86,0.1,5441.0,157.44
Kepler-760 b,,,8.704194,2.995629,0.252379,0.079662,0.001193,82.285813,14.361804,0.89,0.04,0.85,0.07,5322.0,81.73
Kepler-760 c,,,2.466974,1.448436,0.120703,0.034372,0.000515,441.987717,77.142591,0.89,0.04,0.85,0.07,5322.0,81.73
Kepler-851 b,,,8.506997,1.64595,0.263352,0.078455,0.001175,93.64277,18.83246,0.89,0.05,0.85,0.08,5455.0,87.48
Kepler-920 b,,,6.531927,2.370168,0.21946,0.065785,0.000986,128.178449,22.254703,0.89,0.05,0.85,0.07,5403.0,62.18
Kepler-920 c,,,100.827411,3.719847,0.570596,0.407837,0.00611,3.335021,0.579036,0.89,0.05,0.85,0.07,5403.0,62.18
Kepler-941 b,,,17.423952,3.017575,0.592542,0.126532,0.002843,39.17592,10.251405,0.89,0.07,0.86,0.1,5539.0,154.02
Kepler-949 b,,,8.689307,2.85298,0.351136,0.079572,0.001788,89.684134,25.083435,0.89,0.06,0.86,0.1,5403.0,208.02
Kepler-955 b,,,14.532442,3.061467,0.263352,0.112114,0.00168,41.433152,7.375567,0.89,0.04,0.84,0.07,5350.0,89.94
NGTS-8 b,,,2.4997,11.96057,0.32919,0.035,0.001,532.926617,42.592522,0.89,0.05,0.98,0.02,5241.0,50.0
WASP-105 b,,,7.87288,10.53408,0.32919,0.075,0.003,85.721357,12.529354,0.89,0.09,0.9,0.03,5070.0,130.0
WASP-21 b,,,4.322482,11.74111,0.65838,0.052,0.00044,490.015367,55.221028,0.89,0.08,1.14,0.05,5800.0,100.0
WASP-50 b,,,1.9551,12.794518,0.471839,0.0293,0.0013,629.641117,85.555463,0.89,0.08,0.84,0.03,5400.0,100.0
WASP-57 b,,,2.838919,11.52165,0.581569,0.03769,0.00097,539.461481,58.882397,0.89,0.07,0.93,0.03,5600.0,100.0
EPIC 248847494 b,,,3650.0,12.18003,0.76811,4.5,1.0,0.186669,0.08524,0.9,0.09,2.7,0.12,4898.0,68.0
HATS-62 b,,,3.276884,11.576515,0.274325,0.04163,0.00024,386.867644,18.062121,0.9,0.01,0.93,0.02,5416.0,19.0
HD 15337 b,,,4.75615,1.602058,0.054865,0.0522,0.0012,168.704274,12.848268,0.9,0.03,0.86,0.02,5125.0,50.0
HD 15337 c,,,17.1784,2.337249,0.120703,0.1268,0.0038,28.59095,2.43924,0.9,0.03,0.86,0.02,5125.0,50.0
K2-159 b,,,12.42205,2.216546,0.164595,0.1013,0.0009,52.387898,2.273065,0.9,0.03,0.83,0.01,5425.0,44.0
K2-190 b,,,10.098858,1.327733,0.175568,0.088288,0.000981,96.231944,21.530739,0.9,0.04,0.91,0.1,5631.0,50.0
K2-190 c,,,21.574023,1.075354,0.153622,0.146444,0.001627,34.976319,7.82553,0.9,0.04,0.91,0.1,5631.0,50.0
K2-191 b,,,2.858646,1.547193,0.263352,0.038062,0.000423,314.95308,33.118274,0.9,0.03,0.84,0.04,5176.0,50.0
K2-192 b,,,4.162817,1.492328,0.131676,0.049,0.0003,183.071213,8.41222,0.9,0.01,0.81,0.01,5222.0,48.0
K2-273 b,,,11.716332,4.323362,1.250922,0.0974,0.0011,48.994659,2.993606,0.9,0.03,0.84,0.01,5200.0,67.0
K2-30 b,,,4.098503,11.400947,0.559623,0.04839,0.00076,235.147848,19.615562,0.9,0.04,0.84,0.03,5425.0,40.0
K2-37 b,,,4.44117,1.580112,0.164595,0.0511,0.0009,214.014338,23.507278,0.9,0.05,0.85,0.04,5413.0,60.0
K2-37 c,,,6.42904,2.688385,0.263352,0.0654,0.0011,130.655944,14.286112,0.9,0.05,0.85,0.04,5413.0,60.0
K2-37 d,,,14.09189,2.677412,0.351136,0.1103,0.0018,45.933934,5.00853,0.9,0.05,0.85,0.04,5413.0,60.0
K2-80 b,,,19.0918,1.964167,0.296271,0.135,0.004,32.792957,9.830658,0.9,0.08,0.87,0.1,5441.0,249.0
K2-80 c,,,5.605,1.437463,0.230433,0.0596,0.0018,168.250204,50.476353,0.9,0.08,0.87,0.1,5441.0,249.0
K2-80 d,,,28.867253,2.501844,0.274325,0.177823,0.005269,18.900365,5.665943,0.9,0.08,0.87,0.1,5441.0,249.0
Kepler-1001 b,,,14.30512,3.083413,0.471839,0.111356,0.00165,51.149317,10.855174,0.9,0.04,0.88,0.09,5491.0,68.91
Kepler-1028 b,,,2.514624,1.305787,0.142649,0.034944,0.000647,519.258985,126.924426,0.9,0.06,0.87,0.1,5522.0,102.65
Kepler-1130 b,,,5.452982,0.779083,0.153622,0.058543,0.000434,146.978983,7.154271,0.9,0.02,0.81,0.01,5403.0,53.01
Kepler-1166 b,,,33.240688,1.656923,0.603515,0.195358,0.002894,15.358124,3.720695,0.9,0.05,0.86,0.1,5446.0,87.62
Kepler-1175 b,,,37.94563,2.929791,0.263352,0.213383,0.003161,12.939394,2.231344,0.9,0.05,0.86,0.07,5453.0,80.38
Kepler-1257 b,,,2.668314,1.492328,0.175568,0.036353,0.000808,472.856151,124.924332,0.9,0.06,0.87,0.1,5502.0,168.32
